"1","10",4
"1","11",3
"1","12",6
"1","13",6
"1","14",2
"1","15",2
"1","16",4
"1","17",3
"1","18",4
"1","19",1
"1","2",6
"1","21",4
"1","22",3
"1","23",5
"1","24",4
"1","26",3
"1","27",1
"1","28",1
"1","3",1
"1","30",6
"1","31",3
"1","32",5
"1","33",3
"1","34",4
"1","35",2
"1","36",3
"1","37",2
"1","38",1
"1","39",2
"1","4",5
"1","40",2
"1","41",3
"1","42",4
"1","43",1
"1","44",4
"1","45",2
"1","46",4
"1","47",5
"1","49",1
"1","5",5
"1","52",3
"1","53",2
"1","54",4
"1","55",6
"1","56",5
"1","57",5
"1","58",3
"1","6",2
"1","60",5
"1","61",5
"1","62",1
"1","63",2
"1","66",1
"1","7",3
"1","70",2
"1","71",2
"1","72",2
"1","73",3
"1","74",3
"1","75",3
"1","8",3
"1","9",1
"10","11",8
"10","12",8
"10","13",8
"10","14",6
"10","15",1
"10","16",5
"10","17",5
"10","18",7
"10","19",2
"10","2",9
"10","20",1
"10","21",4
"10","22",5
"10","23",6
"10","24",7
"10","25",1
"10","26",4
"10","27",1
"10","28",1
"10","29",2
"10","3",2
"10","30",10
"10","31",6
"10","32",6
"10","33",3
"10","34",4
"10","35",4
"10","36",2
"10","37",1
"10","38",1
"10","39",4
"10","4",6
"10","40",1
"10","41",4
"10","42",6
"10","43",1
"10","44",6
"10","45",2
"10","46",8
"10","47",5
"10","48",3
"10","49",2
"10","5",8
"10","50",3
"10","52",5
"10","53",5
"10","54",2
"10","55",9
"10","56",6
"10","57",7
"10","58",6
"10","59",2
"10","6",5
"10","60",8
"10","61",9
"10","62",3
"10","63",1
"10","64",1
"10","65",1
"10","66",2
"10","67",3
"10","7",3
"10","70",5
"10","71",7
"10","72",3
"10","73",3
"10","74",3
"10","75",4
"10","8",4
"10","9",2
"11","12",8
"11","13",8
"11","14",7
"11","15",1
"11","16",5
"11","17",5
"11","18",7
"11","19",1
"11","2",7
"11","20",1
"11","21",2
"11","22",4
"11","23",7
"11","24",8
"11","25",1
"11","26",2
"11","27",1
"11","28",1
"11","29",1
"11","3",2
"11","30",9
"11","31",6
"11","32",5
"11","33",2
"11","34",3
"11","35",4
"11","36",1
"11","37",1
"11","38",1
"11","39",3
"11","4",6
"11","40",1
"11","41",4
"11","42",5
"11","43",1
"11","44",5
"11","45",3
"11","46",8
"11","47",6
"11","48",3
"11","49",2
"11","5",8
"11","50",3
"11","51",1
"11","52",4
"11","53",2
"11","54",3
"11","55",9
"11","56",5
"11","57",7
"11","58",6
"11","59",2
"11","6",6
"11","60",9
"11","61",9
"11","62",3
"11","63",1
"11","64",1
"11","65",1
"11","66",2
"11","67",2
"11","7",3
"11","70",4
"11","71",4
"11","72",3
"11","73",1
"11","74",2
"11","75",4
"11","8",3
"11","9",2
"12","13",14
"12","14",8
"12","15",3
"12","16",7
"12","17",6
"12","18",9
"12","19",3
"12","2",16
"12","20",1
"12","21",7
"12","22",5
"12","23",13
"12","24",16
"12","25",2
"12","26",4
"12","27",2
"12","28",1
"12","29",1
"12","3",1
"12","30",12
"12","31",8
"12","32",6
"12","33",4
"12","34",9
"12","35",3
"12","36",3
"12","37",3
"12","38",4
"12","39",5
"12","4",9
"12","40",2
"12","41",4
"12","42",8
"12","43",1
"12","44",10
"12","45",3
"12","46",12
"12","47",10
"12","48",4
"12","49",1
"12","5",9
"12","50",4
"12","52",5
"12","53",8
"12","54",6
"12","55",14
"12","56",8
"12","57",8
"12","58",8
"12","59",1
"12","6",6
"12","60",12
"12","61",12
"12","62",2
"12","63",3
"12","64",1
"12","65",1
"12","66",1
"12","67",3
"12","7",5
"12","70",3
"12","71",5
"12","72",4
"12","73",3
"12","74",3
"12","75",5
"12","8",4
"12","9",1
"13","14",7
"13","15",3
"13","16",8
"13","17",8
"13","18",10
"13","19",4
"13","2",14
"13","20",2
"13","21",9
"13","22",7
"13","23",13
"13","24",14
"13","25",1
"13","26",5
"13","27",3
"13","28",2
"13","29",2
"13","3",2
"13","30",11
"13","31",9
"13","32",6
"13","33",6
"13","34",8
"13","35",3
"13","36",3
"13","37",4
"13","38",3
"13","39",5
"13","4",10
"13","40",2
"13","41",6
"13","42",8
"13","43",2
"13","44",9
"13","45",5
"13","46",12
"13","47",9
"13","48",6
"13","49",2
"13","5",11
"13","50",6
"13","51",1
"13","52",6
"13","53",8
"13","54",6
"13","55",14
"13","56",9
"13","57",13
"13","58",10
"13","59",2
"13","6",6
"13","60",14
"13","61",15
"13","62",3
"13","63",3
"13","64",2
"13","65",2
"13","66",2
"13","67",3
"13","7",5
"13","70",5
"13","71",6
"13","72",5
"13","73",4
"13","74",4
"13","75",7
"13","8",4
"13","9",2
"14","15",3
"14","16",5
"14","17",6
"14","18",7
"14","19",1
"14","2",11
"14","20",2
"14","21",3
"14","22",4
"14","23",7
"14","24",11
"14","25",2
"14","26",2
"14","28",2
"14","29",2
"14","3",1
"14","30",10
"14","31",8
"14","32",3
"14","33",2
"14","34",5
"14","35",3
"14","36",1
"14","38",2
"14","39",4
"14","4",5
"14","40",1
"14","41",4
"14","42",6
"14","43",2
"14","44",9
"14","45",1
"14","46",9
"14","47",5
"14","48",4
"14","49",2
"14","5",8
"14","50",4
"14","51",1
"14","52",4
"14","53",6
"14","54",3
"14","55",9
"14","56",6
"14","57",6
"14","58",9
"14","59",1
"14","6",6
"14","60",9
"14","61",10
"14","62",2
"14","63",3
"14","64",2
"14","65",2
"14","66",1
"14","67",3
"14","7",2
"14","70",3
"14","71",5
"14","72",5
"14","73",2
"14","74",1
"14","75",5
"14","8",1
"14","9",1
"15","16",3
"15","17",1
"15","18",3
"15","19",1
"15","2",3
"15","20",1
"15","21",2
"15","22",2
"15","23",3
"15","24",3
"15","26",2
"15","28",1
"15","30",3
"15","31",3
"15","32",2
"15","33",1
"15","34",3
"15","35",2
"15","36",2
"15","38",2
"15","39",3
"15","4",3
"15","40",1
"15","41",1
"15","42",1
"15","43",1
"15","44",3
"15","46",4
"15","47",1
"15","5",3
"15","52",1
"15","53",2
"15","54",2
"15","55",3
"15","56",3
"15","57",3
"15","58",3
"15","60",3
"15","61",1
"15","63",2
"15","64",1
"15","65",1
"15","7",1
"15","71",2
"15","72",2
"15","73",2
"15","74",1
"15","75",1
"15","8",1
"16","17",4
"16","18",7
"16","19",1
"16","2",8
"16","20",1
"16","21",4
"16","22",4
"16","23",6
"16","24",6
"16","26",4
"16","28",1
"16","3",1
"16","30",5
"16","31",5
"16","32",4
"16","33",2
"16","34",5
"16","35",1
"16","36",2
"16","38",2
"16","39",2
"16","4",5
"16","40",2
"16","41",3
"16","42",3
"16","43",2
"16","44",7
"16","45",3
"16","46",6
"16","47",3
"16","48",2
"16","49",1
"16","5",7
"16","50",1
"16","51",1
"16","52",4
"16","53",5
"16","54",3
"16","55",8
"16","56",6
"16","57",8
"16","58",6
"16","6",3
"16","60",8
"16","61",7
"16","62",2
"16","63",3
"16","64",1
"16","65",1
"16","66",1
"16","67",1
"16","7",3
"16","70",2
"16","71",4
"16","72",3
"16","73",4
"16","74",3
"16","75",3
"16","8",2
"16","9",1
"17","18",4
"17","19",1
"17","2",9
"17","20",1
"17","21",5
"17","22",4
"17","23",7
"17","24",9
"17","25",1
"17","26",4
"17","27",1
"17","28",2
"17","29",2
"17","3",2
"17","30",9
"17","31",5
"17","32",3
"17","33",3
"17","34",3
"17","35",1
"17","36",1
"17","37",2
"17","38",1
"17","39",2
"17","4",4
"17","40",2
"17","41",3
"17","42",3
"17","43",3
"17","44",8
"17","45",4
"17","46",9
"17","47",6
"17","48",4
"17","49",1
"17","5",7
"17","50",5
"17","52",3
"17","53",3
"17","54",4
"17","55",9
"17","56",4
"17","57",6
"17","58",7
"17","59",2
"17","6",5
"17","60",9
"17","61",11
"17","62",2
"17","63",2
"17","64",1
"17","65",1
"17","66",2
"17","67",2
"17","7",3
"17","70",3
"17","71",4
"17","72",3
"17","73",3
"17","74",2
"17","75",5
"17","8",3
"17","9",2
"18","19",4
"18","2",11
"18","20",1
"18","21",5
"18","22",4
"18","23",13
"18","24",10
"18","25",2
"18","26",7
"18","27",1
"18","28",2
"18","29",2
"18","3",2
"18","30",11
"18","31",9
"18","32",6
"18","33",3
"18","34",6
"18","35",5
"18","36",2
"18","37",1
"18","38",2
"18","39",6
"18","4",8
"18","40",2
"18","41",4
"18","42",8
"18","43",3
"18","44",6
"18","45",2
"18","46",12
"18","47",7
"18","48",5
"18","49",2
"18","5",11
"18","50",3
"18","51",1
"18","52",6
"18","53",9
"18","54",5
"18","55",13
"18","56",5
"18","57",8
"18","58",10
"18","59",2
"18","6",4
"18","60",10
"18","61",12
"18","62",3
"18","63",3
"18","64",1
"18","65",1
"18","66",2
"18","67",3
"18","7",2
"18","70",4
"18","71",5
"18","72",3
"18","73",5
"18","74",3
"18","75",5
"18","8",4
"18","9",2
"19","2",3
"19","20",1
"19","21",2
"19","22",2
"19","23",2
"19","24",2
"19","26",3
"19","27",1
"19","28",1
"19","29",2
"19","3",1
"19","30",3
"19","31",3
"19","32",2
"19","33",2
"19","34",2
"19","35",2
"19","36",1
"19","37",1
"19","39",1
"19","4",2
"19","41",1
"19","42",2
"19","43",1
"19","44",1
"19","46",4
"19","47",2
"19","48",1
"19","49",1
"19","5",3
"19","50",2
"19","52",2
"19","53",3
"19","54",1
"19","55",4
"19","56",2
"19","57",2
"19","58",3
"19","59",1
"19","6",1
"19","60",3
"19","61",3
"19","62",1
"19","64",1
"19","65",1
"19","66",1
"19","67",1
"19","70",1
"19","71",2
"19","72",1
"19","73",1
"19","74",1
"19","75",2
"19","8",2
"19","9",1
"2","20",1
"2","21",9
"2","22",6
"2","23",15
"2","24",18
"2","25",3
"2","26",6
"2","27",3
"2","28",1
"2","29",2
"2","3",1
"2","30",15
"2","31",9
"2","32",5
"2","33",4
"2","34",10
"2","35",3
"2","36",3
"2","37",4
"2","38",2
"2","39",6
"2","4",8
"2","40",2
"2","41",4
